0,1,Label
-0.65533066,1.6553307,gen_crystal_ProtGPT2_0
-1.6822407,2.6822407,gen_crystal_ProtGPT2_1
-0.6576017,1.6576017,gen_crystal_ProtGPT2_2
-0.62671673,1.6267167,gen_crystal_ProtGPT2_3
-1.0862257,2.0862257,gen_crystal_ProtGPT2_4
-1.942102,2.942102,gen_crystal_ProtGPT2_5
-0.78683555,1.7868356,gen_crystal_ProtGPT2_6
-1.0379293,2.0379293,gen_crystal_ProtGPT2_7
-0.7269323,1.7269323,gen_crystal_ProtGPT2_8
1.211939,-0.21193893,gen_crystal_ProtGPT2_9
0.06448704,0.93551296,gen_crystal_ProtGPT2_10
1.5758551,-0.57585514,gen_crystal_ProtGPT2_11
-0.5253509,1.5253509,gen_crystal_ProtGPT2_12
0.12028265,0.87971735,gen_crystal_ProtGPT2_13
-1.4837518,2.4837518,gen_crystal_ProtGPT2_14
1.3393168,-0.33931684,gen_crystal_ProtGPT2_15
0.6511135,0.34888646,gen_crystal_ProtGPT2_16
-0.43463397,1.434634,gen_crystal_ProtGPT2_17
-1.3188581,2.3188581,gen_crystal_ProtGPT2_18
2.2236173,-1.2236173,gen_crystal_ProtGPT2_19
0.02191192,0.9780881,gen_crystal_ProtGPT2_20
-0.51891947,1.5189195,gen_crystal_ProtGPT2_21
-0.65557694,1.655577,gen_crystal_ProtGPT2_22
0.20323616,0.79676384,gen_crystal_ProtGPT2_23
-0.043444753,1.0434448,gen_crystal_ProtGPT2_24
2.023569,-1.023569,gen_crystal_ProtGPT2_25
0.15052181,0.8494782,gen_crystal_ProtGPT2_26
0.6350163,0.3649837,gen_crystal_ProtGPT2_27
0.0098003745,0.9901996,gen_crystal_ProtGPT2_28
-0.6310003,1.6310003,gen_crystal_ProtGPT2_29
-0.07098901,1.070989,gen_crystal_ProtGPT2_30
-1.0964885,2.0964885,gen_crystal_ProtGPT2_31
-0.0922811,1.0922811,gen_crystal_ProtGPT2_32
-1.5032959,2.503296,gen_crystal_ProtGPT2_33
-0.5352473,1.5352473,gen_crystal_ProtGPT2_34
-0.05935657,1.0593566,gen_crystal_ProtGPT2_35
-2.2003262,3.2003262,gen_crystal_ProtGPT2_36
-1.2266321,2.226632,gen_crystal_ProtGPT2_37
0.32162368,0.6783763,gen_crystal_ProtGPT2_38
-0.391966,1.391966,gen_crystal_ProtGPT2_39
0.036173522,0.9638265,gen_crystal_ProtGPT2_40
-0.89109015,1.8910902,gen_crystal_ProtGPT2_41
0.23235124,0.76764876,gen_crystal_ProtGPT2_42
0.690079,0.30992106,gen_crystal_ProtGPT2_43
-1.84023,2.84023,gen_crystal_ProtGPT2_44
1.2466311,-0.24663115,gen_crystal_ProtGPT2_45
0.14988357,0.85011643,gen_crystal_ProtGPT2_46
-0.03695023,1.0369502,gen_crystal_ProtGPT2_47
0.4182328,0.5817672,gen_crystal_ProtGPT2_48
-0.6663047,1.6663047,gen_crystal_ProtGPT2_49
-0.8446715,1.8446715,gen_crystal_ProtGPT2_50
-0.8456416,1.8456416,gen_crystal_ProtGPT2_51
1.0406499,-0.04064986,gen_crystal_ProtGPT2_52
0.6325525,0.36744747,gen_crystal_ProtGPT2_53
2.0336986,-1.0336986,gen_crystal_ProtGPT2_54
-1.2251835,2.2251835,gen_crystal_ProtGPT2_55
-0.64034426,1.6403443,gen_crystal_ProtGPT2_56
-1.6229975,2.6229975,gen_crystal_ProtGPT2_57
1.375388,-0.37538806,gen_crystal_ProtGPT2_58
0.46776474,0.53223526,gen_crystal_ProtGPT2_59
-0.64154696,1.641547,gen_crystal_ProtGPT2_60
-0.2924403,1.2924403,gen_crystal_ProtGPT2_61
-0.3665768,1.3665768,gen_crystal_ProtGPT2_62
-0.11113167,1.1111317,gen_crystal_ProtGPT2_63
-0.58819103,1.588191,gen_crystal_ProtGPT2_64
-1.2496367,2.2496367,gen_crystal_ProtGPT2_65
-0.35338497,1.353385,gen_crystal_ProtGPT2_66
1.0548251,-0.054825097,gen_crystal_ProtGPT2_67
-2.269385,3.269385,gen_crystal_ProtGPT2_68
-0.7166127,1.7166127,gen_crystal_ProtGPT2_69
0.785884,0.21411598,gen_crystal_ProtGPT2_70
-3.0135837,4.0135837,gen_crystal_ProtGPT2_71
-0.19695783,1.1969578,gen_crystal_ProtGPT2_72
-0.009623408,1.0096234,gen_crystal_ProtGPT2_73
0.48742074,0.51257926,gen_crystal_ProtGPT2_74
-0.855675,1.855675,gen_crystal_ProtGPT2_75
-0.92017543,1.9201754,gen_crystal_ProtGPT2_76
0.3207854,0.6792146,gen_crystal_ProtGPT2_77
-0.53754246,1.5375425,gen_crystal_ProtGPT2_78
-0.9680096,1.9680096,gen_crystal_ProtGPT2_79
1.2210138,-0.22101372,gen_crystal_ProtGPT2_80
-1.3860283,2.3860283,gen_crystal_ProtGPT2_81
-0.049991965,1.049992,gen_crystal_ProtGPT2_82
-0.67949736,1.6794974,gen_crystal_ProtGPT2_83
0.0075471997,0.9924528,gen_crystal_ProtGPT2_84
-0.6560534,1.6560534,gen_crystal_ProtGPT2_85
-0.28792465,1.2879246,gen_crystal_ProtGPT2_86
-0.34296715,1.3429672,gen_crystal_ProtGPT2_87
-1.2196889,2.219689,gen_crystal_ProtGPT2_88
0.75526667,0.24473336,gen_crystal_ProtGPT2_89
-0.11020696,1.110207,gen_crystal_ProtGPT2_90
0.30357677,0.69642323,gen_crystal_ProtGPT2_91
0.37675405,0.62324595,gen_crystal_ProtGPT2_92
0.7432188,0.25678122,gen_crystal_ProtGPT2_93
0.050025046,0.94997495,gen_crystal_ProtGPT2_94
-2.0099275,3.0099275,gen_crystal_ProtGPT2_95
0.12624514,0.87375486,gen_crystal_ProtGPT2_96
-0.45850277,1.4585028,gen_crystal_ProtGPT2_97
1.5131164,-0.51311636,gen_crystal_ProtGPT2_98
-2.1463442,3.1463442,gen_crystal_ProtGPT2_99
-0.94967866,1.9496787,gen_crystal_ProtGPT2_100
-0.4337511,1.4337511,gen_crystal_ProtGPT2_101
0.8294933,0.17050673,gen_crystal_ProtGPT2_102
1.1234415,-0.123441495,gen_crystal_ProtGPT2_103
0.32651943,0.6734806,gen_crystal_ProtGPT2_104
1.1043438,-0.10434376,gen_crystal_ProtGPT2_105
